wav,label,Cluster_0,Cluster_1,Cluster_2,Projection
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-5__source_drama__0__angry_media.wav,train,136,0,0,"[-2.7792233207039705, 1.7818702107196092]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-178__source_drama__0__angry_media.wav,train,133,15,0,"[-7.365217371268051, 9.727427030609634]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-502__source_movie__0__angry_media.wav,train,38,8,3,"[-11.251109308422453, -1.6297043074410777]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-509__source_movie__0__angry_media.wav,train,21,1,0,"[-6.003714012477, 4.387971771358444]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-171__source_drama__0__angry_media.wav,train,21,1,0,"[-5.985059802462299, 4.399696357937242]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-686__source_movie__0__angry_media.wav,train,96,1,0,"[-5.62796639114088, 4.139602620981029]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1041_TAI_ANG_XX.wav,train,34,4,2,"[6.354281096825277, -0.859646336903978]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1088_WSI_ANG_XX.wav,train,85,4,2,"[6.446396286536822, -0.8405032507576119]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-708__source_movie__1__angry_media.wav,train,26,6,3,"[-21.307670117514647, -5.258471730708438]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-105__source_drama__0__angry_media.wav,train,0,0,0,"[-3.2726940322224545, 1.1094200058416444]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-296__source_drama__0__angry_media.wav,train,21,1,0,"[-6.008358391718545, 4.404924840277337]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-704__source_movie__0__angry_media.wav,train,62,6,3,"[-21.530756180988305, -6.509877952283363]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1039_TIE_ANG_XX.wav,train,34,4,2,"[6.351314240789837, -0.8772432099941214]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-665__source_movie__1__angry_media.wav,train,65,1,0,"[-6.102413663786086, 4.094641808288942]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-263__source_drama__0__angry_media.wav,train,68,1,0,"[-5.806814808535025, 4.445391021333053]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-374__source_drama__0__angry_media.wav,train,41,1,0,"[-5.87319422611366, 4.481703423651145]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1009_TIE_ANG_XX.wav,train,22,4,2,"[6.073951729093821, -1.1774837854617044]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-9__source_drama__0__angry_media.wav,train,81,0,0,"[-2.8235894811156084, 1.840093626911587]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/OAF_rot_angry.wav,train,29,10,1,"[8.24508211466588, -2.074335472456295]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/0011_000696.wav,train,4,2,1,"[11.069176458722065, -4.467429530820927]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-39__source_drama__1__angry_media.wav,train,135,0,0,"[-2.5932553266175584, 1.4523655752479148]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1027_IWW_ANG_XX.wav,train,15,4,2,"[4.210475713580894, 0.8377239756005639]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/03-01-05-01-01-02-04.wav,train,53,2,1,"[11.15846573922934, -4.888702875539213]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1064_IEO_ANG_HI.wav,train,22,4,2,"[6.004297877526218, -1.3060123370426995]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1059_WSI_ANG_XX.wav,train,85,4,2,"[6.532848876283686, -0.8817816384815433]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-622__source_movie__0__angry_media.wav,train,127,1,0,"[-5.838754250751912, 4.210674501554263]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-78__source_drama__0__angry_media.wav,train,96,1,0,"[-5.630128058162088, 4.138151647695981]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1049_TAI_ANG_XX.wav,train,58,13,2,"[7.77633110524647, 4.035347861088272]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-152__source_drama__1__angry_media.wav,train,107,3,0,"[-4.776057118618208, 5.05991806350227]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-580__source_movie__0__angry_media.wav,train,0,0,0,"[-3.4864703436718067, 1.1288740998894462]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-223__source_drama__0__angry_media.wav,train,137,1,0,"[-6.065129390762241, 4.346995212625066]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1047_IOM_ANG_XX.wav,train,138,13,2,"[13.661947389964611, 2.42344709251869]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/03-01-05-02-02-01-18.wav,train,51,7,1,"[12.315517495611351, -6.6176039761915275]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1059_IWW_ANG_XX.wav,train,15,4,2,"[4.283875814766835, 0.5721747462409329]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-264__source_drama__1__angry_media.wav,train,21,1,0,"[-5.991239221766202, 4.395218883140348]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1029_MTI_ANG_XX.wav,train,34,4,2,"[6.347257928206127, -0.8906086094198717]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-379__source_drama__0__angry_media.wav,train,62,6,3,"[-21.31055302554467, -6.182369574235535]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/03-01-05-02-01-01-15.wav,train,28,7,1,"[13.78604938244998, -6.7791713061675685]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-61__source_drama__0__angry_media.wav,train,92,1,0,"[-5.886396676645821, 3.929923084529602]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-363__source_drama__0__angry_media.wav,train,68,1,0,"[-5.835541139942685, 4.478771697391415]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1035_IEO_ANG_HI.wav,train,37,4,2,"[4.773323122251529, -2.5699168485830586]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-31__source_drama__0__angry_media.wav,train,40,0,0,"[-3.016124158241442, 0.8460281635531788]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-643__source_movie__0__angry_media.wav,train,70,1,0,"[-6.430115993507688, 4.3706326670569045]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-717__source_movie__1__angry_media.wav,train,96,1,0,"[-5.624828283836068, 4.135705718753679]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-709__source_movie__0__angry_media.wav,train,21,1,0,"[-6.016150257234478, 4.402214219569073]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/03-01-05-02-01-02-23.wav,train,28,7,1,"[13.806441553612062, -6.812398813067669]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-321__source_drama__0__angry_media.wav,train,79,1,0,"[-5.741383809058803, 4.321261028841154]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-21__source_drama__0__angry_media.wav,train,81,0,0,"[-2.824980286081962, 1.8229671373841465]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-319__source_drama__0__angry_media.wav,train,21,1,0,"[-5.988310973147759, 4.399808779319729]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-189__source_drama__0__angry_media.wav,train,96,1,0,"[-5.629477662377335, 4.13931752876091]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/OAF_fall_angry.wav,train,120,10,1,"[9.380318603864023, -1.4684976457050016]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-210__source_drama__0__angry_media.wav,train,21,1,0,"[-5.995519831329304, 4.404851820257428]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-312__source_drama__0__angry_media.wav,train,83,15,0,"[-4.690586606639622, 6.080802754425659]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1086_IEO_ANG_HI.wav,train,37,4,2,"[4.333796401995006, -2.6672089330973985]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/0011_000694.wav,train,2,2,1,"[11.112893430288638, -4.664008718529624]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-728__source_movie__0__angry_media.wav,train,64,3,0,"[-4.751455209898008, 4.882552937652711]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/OAF_food_angry.wav,train,19,9,1,"[11.79770732135197, -3.797745500002634]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-646__source_movie__0__angry_media.wav,train,70,1,0,"[-6.47685384613377, 4.33475955979462]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1036_DFA_ANG_XX.wav,train,93,4,2,"[5.2583283686462865, -1.989668764097871]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/OAF_jar_angry.wav,train,19,9,1,"[11.692043436908905, -3.8319021134722866]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-352__source_drama__0__angry_media.wav,train,86,1,0,"[-5.873715216060473, 3.6424635133681025]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1023_IOM_ANG_XX.wav,train,15,4,2,"[4.287929127309942, 0.7017037708825172]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/0020_000683.wav,train,82,2,1,"[11.190464065923495, -4.611352363083801]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-392__source_drama__0__angry_media.wav,train,63,0,0,"[-4.167841958198942, 1.647690238180617]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-676__source_movie__0__angry_media.wav,train,96,1,0,"[-5.628532185411667, 4.137544414207217]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-33__source_drama__0__angry_media.wav,train,76,0,0,"[-3.71587123404207, 1.5464040691473133]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-148__source_drama__0__angry_media.wav,train,43,0,0,"[-2.9255671332247424, 0.23896677502831587]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-524__source_movie__1__angry_media.wav,train,69,5,3,"[-14.155732129295155, -13.809974385346566]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1009_IEO_ANG_HI.wav,train,34,4,2,"[6.336378157591558, -0.8872353125529351]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-160__source_drama__0__angry_media.wav,train,11,1,0,"[-5.8882655041514, 4.1164735102027565]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1059_ITS_ANG_XX.wav,train,5,4,2,"[4.891008975899333, 0.7347811143492606]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-525__source_movie__0__angry_media.wav,train,21,1,0,"[-6.00103996693984, 4.369025181053573]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-93__source_drama__1__angry_media.wav,train,62,6,3,"[-21.322195840431576, -6.456240249159219]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-610__source_movie__1__angry_media.wav,train,48,12,1,"[7.66431519243345, -6.0332213452896495]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-67__source_drama__0__angry_media.wav,train,89,0,0,"[-3.9085512268992066, 2.7003309601407137]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-434__source_movie__0__angry_media.wav,train,0,0,0,"[-3.4353749567171996, 1.1353837928924566]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-634__source_movie__0__angry_media.wav,train,96,1,0,"[-5.6257412621592415, 4.13633919410659]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-360__source_drama__0__angry_media.wav,train,132,3,0,"[-4.948668100743631, 5.000433359915494]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-560__source_movie__0__angry_media.wav,train,11,1,0,"[-5.880088084301187, 4.112635847363609]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-238__source_drama__0__angry_media.wav,train,103,3,0,"[-4.652434853151864, 4.540486400333198]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/0012_000562.wav,train,50,2,1,"[11.120984344950067, -4.810018874853278]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/0016_000649.wav,train,7,2,1,"[11.313277067205338, -4.993512239924972]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1040_IEO_ANG_HI.wav,train,22,4,2,"[6.048540311741251, -1.334078766239629]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/03-01-05-02-01-02-09.wav,train,77,14,1,"[10.743755383919865, -6.436639763266756]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1069_TIE_ANG_XX.wav,train,34,4,2,"[6.342638968619691, -0.863040277920052]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-653__source_movie__0__angry_media.wav,train,69,5,3,"[-12.702106326082724, -12.80127767842215]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-313__source_drama__0__angry_media.wav,train,13,3,0,"[-4.4809783955917, 4.502723305931064]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-364__source_drama__0__angry_media.wav,train,63,0,0,"[-4.1657055663788265, 1.6500252535570628]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1031_IEO_ANG_HI.wav,train,37,4,2,"[4.562633952005153, -2.166283705531962]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/0011_000610.wav,train,50,2,1,"[11.101767146591403, -4.810907275834198]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/0019_000691.wav,train,45,2,1,"[11.120820448513461, -4.6557549735344805]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-68__source_drama__1__angry_media.wav,train,137,1,0,"[-6.034595190719285, 4.3775294126680215]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/03-01-05-02-02-02-23.wav,train,28,7,1,"[13.795788735066616, -6.793544230757822]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-615__source_movie__0__angry_media.wav,train,21,1,0,"[-6.003800559036586, 4.3970788949840856]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-578__source_movie__1__angry_media.wav,train,100,6,3,"[-22.477062736718906, -6.0818300621972]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1086_DFA_ANG_XX.wav,train,34,4,2,"[6.346849311598666, -0.845320509228815]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-198__source_drama__1__angry_media.wav,train,21,1,0,"[-6.0104145797880575, 4.388997535915552]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1069_ITH_ANG_XX.wav,train,34,4,2,"[6.338563036848355, -0.8475035129109099]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-159__source_drama__0__angry_media.wav,train,46,3,0,"[-4.631072041039979, 4.762448396506854]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-696__source_movie__0__angry_media.wav,train,94,1,0,"[-6.1056392648032105, 4.48893520346076]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-589__source_movie__0__angry_media.wav,train,26,6,3,"[-21.321912769039656, -5.293724023316133]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/OAF_juice_angry.wav,train,90,9,1,"[11.42684106923186, -3.7955212007200263]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1039_WSI_ANG_XX.wav,train,15,4,2,"[4.264594791156451, 0.611161251159618]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-72__source_drama__0__angry_media.wav,train,21,1,0,"[-5.990933382296237, 4.403234171541602]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/OAF_rag_angry.wav,train,139,10,1,"[9.595358633972412, -2.824655891910425]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-208__source_drama__1__angry_media.wav,train,127,1,0,"[-5.892915106046465, 4.194119970465861]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-497__source_movie__1__angry_media.wav,train,26,6,3,"[-21.300377839865178, -5.288591483624074]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-443__source_movie__0__angry_media.wav,train,36,6,3,"[-21.271645904470883, -5.463352011389306]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-508__source_movie__0__angry_media.wav,train,11,1,0,"[-5.896475635303984, 4.117422035959625]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-450__source_movie__0__angry_media.wav,train,11,1,0,"[-5.900960683136596, 4.113010067613701]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1053_IWL_ANG_XX.wav,train,22,4,2,"[6.041147644214404, -1.2155954768025126]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-37__source_drama__1__angry_media.wav,train,135,0,0,"[-2.520646283374552, 1.5933691176347915]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-383__source_drama__0__angry_media.wav,train,41,1,0,"[-5.88317223111856, 4.483170801640124]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-117__source_drama__0__angry_media.wav,train,74,1,0,"[-5.5631217274846945, 4.414257347029568]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1080_WSI_ANG_XX.wav,train,85,4,2,"[6.503993811212034, -0.8576608642237151]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-507__source_movie__0__angry_media.wav,train,129,1,0,"[-6.19693673062367, 4.139781963928492]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-440__source_movie__0__angry_media.wav,train,96,1,0,"[-5.630116276722505, 4.136674335047541]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-375__source_drama__0__angry_media.wav,train,41,1,0,"[-5.880959589285526, 4.4904924397591985]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-0__source_drama__0__angry_media.wav,train,24,1,0,"[-5.993284022369784, 3.9974101986175112]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-42__source_drama__0__angry_media.wav,train,105,0,0,"[-3.75389552406236, 1.5127262064797515]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-259__source_drama__0__angry_media.wav,train,140,3,0,"[-4.763792499440806, 4.952779334640788]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/OAF_base_angry.wav,train,101,9,1,"[11.700206966489061, -4.2937384458101056]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1054_DFA_ANG_XX.wav,train,138,13,2,"[11.390987998879128, 4.694406483604173]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1057_TIE_ANG_XX.wav,train,34,4,2,"[6.350727014646658, -0.8750145601837125]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/0015_000410.wav,train,20,2,1,"[11.253560215689268, -4.815601806792555]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1039_IEO_ANG_HI.wav,train,93,4,2,"[5.261217649990046, -2.2295572903796734]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/OAF_good_angry.wav,train,139,10,1,"[10.511186185823869, -3.7404834437618812]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-601__source_movie__0__angry_media.wav,train,126,1,0,"[-6.190949617054131, 3.9262224391640945]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/0011_000616.wav,train,4,2,1,"[11.069666564831552, -4.467037445512781]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-382__source_drama__0__angry_media.wav,train,104,0,0,"[-3.7654428882159303, 1.8177626688134887]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1023_IWW_ANG_XX.wav,train,15,4,2,"[4.27751423906004, 0.764696454593312]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/0011_000631.wav,train,4,2,1,"[11.09961107652043, -4.497050497815765]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-191__source_drama__0__angry_media.wav,train,81,0,0,"[-2.889985677261666, 1.8277841943898359]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-520__source_movie__0__angry_media.wav,train,96,1,0,"[-5.631059920245009, 4.1369481194426045]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-576__source_movie__0__angry_media.wav,train,96,1,0,"[-5.62462250028339, 4.1352704240997005]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/03-01-05-02-01-02-13.wav,train,28,7,1,"[13.788584256638, -6.786749316238695]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-297__source_drama__1__angry_media.wav,train,135,0,0,"[-2.406673188351714, 1.565188249659222]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/03-01-05-02-01-01-22.wav,train,109,7,1,"[12.880562413763135, -5.852063475620245]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-625__source_movie__0__angry_media.wav,train,21,1,0,"[-5.993465072515014, 4.4121277537937]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1070_IEO_ANG_HI.wav,train,93,4,2,"[5.376889161971444, -2.13020959857103]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-333__source_drama__0__angry_media.wav,train,124,0,0,"[-3.2681941687766933, 1.0000161588315641]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/0014_000424.wav,train,50,2,1,"[11.120211257447913, -4.809451667942826]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-96__source_drama__0__angry_media.wav,train,47,1,0,"[-6.176594664203313, 4.523261172036593]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/OAF_hush_angry.wav,train,23,9,1,"[12.048044141247008, -3.918387900922123]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1023_TIE_ANG_XX.wav,train,34,4,2,"[6.347212422878074, -0.8499662958283494]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/OAF_chalk_angry.wav,train,19,9,1,"[11.706226610986754, -3.973162265578745]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-98__source_drama__0__angry_media.wav,train,75,1,0,"[-6.132740746549401, 4.400593479412101]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/0012_000573.wav,train,141,2,1,"[10.7632575233581, -4.8614578505701145]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/0016_000557.wav,train,20,2,1,"[11.24612204344283, -4.811711982609053]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-663__source_movie__0__angry_media.wav,train,21,1,0,"[-6.000934175147248, 4.398368436453547]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-246__source_drama__0__angry_media.wav,train,110,0,0,"[-2.7271224406039805, 2.019268946979814]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-14__source_drama__0__angry_media.wav,train,81,0,0,"[-2.822528244524529, 1.8153602400183548]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-590__source_movie__0__angry_media.wav,train,66,12,1,"[6.958758880194978, -6.660003340222496]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-679__source_movie__0__angry_media.wav,train,21,1,0,"[-6.0093375433454765, 4.376088593800919]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-689__source_movie__0__angry_media.wav,train,142,12,1,"[7.548714283135228, -4.687949767983922]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-162__source_drama__1__angry_media.wav,train,143,3,0,"[-4.405828515973408, 4.640624707680738]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-683__source_movie__0__angry_media.wav,train,131,5,3,"[-13.758543989061673, -9.3031307857017]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/0011_000619.wav,train,2,2,1,"[11.11244832833365, -4.665585062208714]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-500__source_movie__1__angry_media.wav,train,26,6,3,"[-21.309588498463935, -5.293425572452243]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-466__source_movie__0__angry_media.wav,train,21,1,0,"[-6.003494164625406, 4.387045552658198]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-168__source_drama__0__angry_media.wav,train,91,1,0,"[-5.823266161625913, 4.136213837973908]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1050_WSI_ANG_XX.wav,train,5,4,2,"[5.055326288371564, 0.1466740049996908]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-71__source_drama__1__angry_media.wav,train,135,0,0,"[-2.6019996488371704, 1.6712993979304902]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-700__source_movie__0__angry_media.wav,train,14,0,0,"[-4.260024553221765, 0.7380823860110183]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-536__source_movie__1__angry_media.wav,train,21,1,0,"[-6.013932160770414, 4.3859061919911975]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-170__source_drama__0__angry_media.wav,train,78,1,0,"[-5.404455227517599, 4.25197063286333]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-322__source_drama__0__angry_media.wav,train,44,2,1,"[10.917570116133083, -4.77420821058516]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-121__source_drama__0__angry_media.wav,train,144,1,0,"[-5.891827782132527, 4.483276188198385]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/0013_000573.wav,train,141,2,1,"[10.624664959747147, -5.000050414181067]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-35__source_drama__0__angry_media.wav,train,24,1,0,"[-5.988249551806684, 4.009370430486948]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/03-01-05-02-01-02-20.wav,train,51,7,1,"[12.554485283236339, -7.557999961847271]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-69__source_drama__0__angry_media.wav,train,21,1,0,"[-5.989193778686531, 4.37778639966054]"
